"","site","plot","subplot","diversity","id","species","genus","family","growth_form","seed_source_short","percent_change_height","percent_change_number_leaves","percent_change_number_herb_damaged","percent_change_number_fungal_damaged","percent_change_number_necrotic_damaged","percent_change_percent_herb","percent_change_percent_necrose","percent_change_percent_fungal","tot_veg","herb_max","grass","fern","herbaceous","woody","rock","deadwood","leaflitter","moss","saplings","seedlings","delta_height","delta_number_leaves","delta_number_herb_damaged","delta_number_fungal_damaged","delta_number_necrotic_damaged","delta_percent_herb","delta_percent_necrose","delta_percent_fungal"
"1092","b","bj29","bj29-iv.o",8,"1328","unknown sp.","unknown","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,45,0,0.4,0.02,0.1,0,0.02,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
"1093","b","bj29","bj29-iv.o",8,"906","itea omeiensis","itea","iteaceae","shrub","II",21.1538461538462,71.875,183.333333333333,NA,NA,64.8484848484848,NA,NA,0.5,45,0,0.4,0.02,0.1,0,0.02,1,0,2,0,11,23,11,3,0,0.121590909090909,0,0.0545454545454545
"1094","b","bj29","bj29-iv.o",8,"967","itea omeiensis","itea","iteaceae","shrub","II",3.125,60.8695652173913,133.333333333333,NA,NA,45.0450450450445,NA,NA,0.5,45,0,0.4,0.02,0.1,0,0.02,1,0,2,0,1,14,4,0,5,0.058754406580493,0.135135135135135,0
"1095","b","bn28","bn28-i",1,"1332","broussonetia papyrifera","broussonetia","moraceae","tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.4,85,0.02,0.35,0.001,0.01,0,0,0.9,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA
"1096","b","bn28","bn28-i",1,"1356","ilex suaveolens","ilex","aquifoliaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.4,85,0.02,0.35,0.001,0.01,0,0,0.9,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA
"1097","b","bn28","bn28-ii",1,"1268","unknown sp.","unknown","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,98,0.01,0.6,0.1,0.001,0,0,0.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1098","b","bn28","bn28-iii",1,"56","manglietia fordiana","manglietia","magnoliaceae","tree","II",NA,NA,NA,NA,NA,NA,NA,NA,0.3,130,0.1,0.2,0.001,0.001,0,0,1,0,1,9,NA,NA,NA,NA,NA,NA,NA,NA
"1099","b","bn28","bn28-iv",1,"113","alniphyllum fortunei","alniphyllum","styracaceae","tree","II",NA,NA,NA,NA,NA,NA,NA,NA,0.9,140,0.001,0.5,0.25,0.2,0,0,0.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1100","b","bn28","bn28-iv",1,"204","alniphyllum fortunei","alniphyllum","styracaceae","tree","II",NA,NA,NA,NA,NA,NA,NA,NA,0.9,140,0.001,0.5,0.25,0.2,0,0,0.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1101","b","bn28","bn28-iv",1,"78","camellia japonica","camellia","theaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.9,140,0.001,0.5,0.25,0.2,0,0,0.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1102","b","bo27","bo27-i",2,"1329","manglietia fordiana","manglietia","magnoliaceae","tree","R",NA,NA,NA,NA,NA,NA,NA,NA,0.2,42,0,0.15,0.03,0.02,0,0,0.25,0.1,2,11,NA,NA,NA,NA,NA,NA,NA,NA
"1103","b","bo27","bo27-i",2,"708","smilax glabra","smilax","smilacaceae","shrub/liana","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.2,42,0,0.15,0.03,0.02,0,0,0.25,0.1,2,11,NA,NA,NA,NA,NA,NA,NA,NA
"1104","b","bo27","bo27-i",2,"848","camellia fraterna","camellia","theaceae","shrub/tree","EI",-8.82352941176471,71.4285714285714,NA,166.666666666667,NA,NA,NA,55.5555555555556,0.2,42,0,0.15,0.03,0.02,0,0,0.25,0.1,2,11,-3,10,5,5,0,0.208333333333333,0,0.119047619047619
"1105","b","bo27","bo27-i",2,"922","loropetalum chinense","loropetalum","hamamelidaceae","shrub","ASP",9.43396226415094,0,NA,NA,NA,NA,NA,NA,0.2,42,0,0.15,0.03,0.02,0,0,0.25,0.1,2,11,5,0,30,0,5,0.2,0.0333333333333333,0
"1106","b","bo27","bo27-ii",2,"1235","castanopsis fargesii","castanopsis","fagaceae","tree","II",NA,NA,NA,NA,NA,NA,NA,NA,0.1,50,0,0.1,0.001,0.001,0,0.03,0.4,0.02,0,6,NA,NA,NA,NA,NA,NA,NA,NA
"1107","b","bo27","bo27-ii",2,"1294","eurya muricata","eurya","pentaphylacaceae","shrub/tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,50,0,0.1,0.001,0.001,0,0.03,0.4,0.02,0,6,NA,NA,NA,NA,NA,NA,NA,NA
"1108","b","bo27","bo27-ii",2,"1294a","loropetalum chinense","loropetalum","hamamelidaceae","shrub","ASP",NA,NA,NA,NA,NA,NA,NA,NA,0.1,50,0,0.1,0.001,0.001,0,0.03,0.4,0.02,0,6,NA,NA,NA,NA,NA,NA,NA,NA
"1109","b","bo27","bo27-ii",2,"1345","ilex ficoidea","ilex","aquifoliaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.1,50,0,0.1,0.001,0.001,0,0.03,0.4,0.02,0,6,NA,NA,NA,NA,NA,NA,NA,NA
"1110","b","bo27","bo27-iii",2,"1236","camellia japonica","camellia","theaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.1,17,0,0.001,0.001,0.1,0,0,0.9,0,7,14,NA,NA,NA,NA,NA,NA,NA,NA
"1111","b","bo27","bo27-iii",2,"1249","camellia japonica","camellia","theaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.1,17,0,0.001,0.001,0.1,0,0,0.9,0,7,14,NA,NA,NA,NA,NA,NA,NA,NA
"1112","b","bo27","bo27-iii",2,"1263","camellia japonica","camellia","theaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.1,17,0,0.001,0.001,0.1,0,0,0.9,0,7,14,NA,NA,NA,NA,NA,NA,NA,NA
"1113","b","bo27","bo27-iii",2,"1283","ilex suaveolens","ilex","aquifoliaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.1,17,0,0.001,0.001,0.1,0,0,0.9,0,7,14,NA,NA,NA,NA,NA,NA,NA,NA
"1114","b","bo27","bo27-iii",2,"1335","camellia japonica","camellia","theaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.1,17,0,0.001,0.001,0.1,0,0,0.9,0,7,14,NA,NA,NA,NA,NA,NA,NA,NA
"1115","b","bo27","bo27-iii",2,"1405","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",NA,NA,NA,NA,NA,NA,NA,NA,0.1,17,0,0.001,0.001,0.1,0,0,0.9,0,7,14,NA,NA,NA,NA,NA,NA,NA,NA
"1116","b","bo27","bo27-iii",2,"577","itea omeiensis","itea","iteaceae","shrub","II",-17.2413793103448,-35.7142857142857,NA,33.3333333333333,NA,NA,NA,107.407407407407,0.1,17,0,0.001,0.001,0.1,0,0,0.9,0,7,14,-5,-5,3,1,0,0.333333333333333,0,0.23015873015873
"1117","b","bo27","bo27-iii",2,"866","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",2.77777777777778,108.695652173913,NA,NA,NA,NA,NA,NA,0.1,17,0,0.001,0.001,0.1,0,0,0.9,0,7,14,1,25,0,0,0,0,0,0
"1118","b","bo27","bo27-iii",2,"889","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",-28.125,44.4444444444444,NA,NA,NA,NA,NA,NA,0.1,17,0,0.001,0.001,0.1,0,0,0.9,0,7,14,-9,4,8,4,0,0.615384615384615,0,0.307692307692308
"1119","b","bo27","bo27-iii",2,"893","camellia japonica","camellia","theaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.1,17,0,0.001,0.001,0.1,0,0,0.9,0,7,14,NA,NA,NA,NA,NA,NA,NA,NA
"1120","b","bo27","bo27-iii",2,"939","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",11.7647058823529,-21.0526315789474,100,NA,NA,153.333333333334,NA,NA,0.1,17,0,0.001,0.001,0.1,0,0,0.9,0,7,14,2,-4,5,1,0,0.403508771929825,0,0.0666666666666667
"1121","b","bo27","bo27-iii",2,"949","camellia japonica","camellia","theaceae","shrub/tree","EI",-4,37.5,NA,NA,NA,NA,NA,NA,0.1,17,0,0.001,0.001,0.1,0,0,0.9,0,7,14,-1,6,3,0,0,0.136363636363636,0,0
"1122","b","bo27","bo27-iii",2,"960","euonymus maxiflorus","euonymus","celastraceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.1,17,0,0.001,0.001,0.1,0,0,0.9,0,7,14,NA,NA,NA,NA,NA,NA,NA,NA
"1123","b","bo27","bo27-iii",2,"973","euonymus maxiflorus","euonymus","celastraceae","shrub/tree","EI",4,33.3333333333333,NA,0,NA,NA,NA,-25,0.1,17,0,0.001,0.001,0.1,0,0,0.9,0,7,14,1,14,9,0,0,0.160714285714286,0,-0.0119047619047619
"1124","b","bo27","bo27-iii",2,"986","rhaphiolepis indica","rhaphiolepis","rosaceae","shrub/tree","ASP",57.1428571428571,35.2941176470588,NA,50,NA,NA,NA,10.8695652173911,0.1,17,0,0.001,0.001,0.1,0,0,0.9,0,7,14,8,6,0,2,0,0,0,0.025575447570332
"1125","b","bo27","bo27-iv",2,"1304","unknown sp.","unknown","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,44,0,0.1,0.001,0.001,0,0,0.9,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"1126","b","bo27","bo27-iv",2,"1306","unknown sp.","unknown","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,44,0,0.1,0.001,0.001,0,0,0.9,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"1127","b","bo27","bo27-iv",2,"1347","fraxinus insularis","fraxinus","oleaceae","tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.1,44,0,0.1,0.001,0.001,0,0,0.9,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"1128","b","bo27","bo27-iv",2,"907","fraxinus insularis","fraxinus","oleaceae","tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.1,44,0,0.1,0.001,0.001,0,0,0.9,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"1129","b","bo31","bo31-i",4,"1233","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",6.25,78.5714285714286,66.6666666666667,NA,NA,-6.66666666666653,NA,NA,1,62,0.01,0.9,0.02,0.1,0,0,1,0,9,0,3,11,2,1,0,-0.014285714285714,0,0.04
"1130","b","bo31","bo31-i",4,"1258","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",NA,NA,NA,NA,NA,NA,NA,NA,1,62,0.01,0.9,0.02,0.1,0,0,1,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA
"1131","b","bo31","bo31-i",4,"1274","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,1,62,0.01,0.9,0.02,0.1,0,0,1,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA
"1132","b","bo31","bo31-i",4,"443","machilus grijsi","machilus","lauraceae","shrub/tree","II",NA,NA,NA,NA,NA,NA,NA,NA,1,62,0.01,0.9,0.02,0.1,0,0,1,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA
"1133","b","bo31","bo31-i",4,"650","camellia japonica","camellia","theaceae","shrub/tree","EI",200,50,NA,NA,NA,NA,NA,NA,1,62,0.01,0.9,0.02,0.1,0,0,1,0,9,0,44,50,10,0,0,0.0666666666666667,0,0
"1134","b","bo31","bo31-i",4,"658","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",31.1475409836066,145.454545454545,200,NA,NA,22.2222222222221,NA,NA,1,62,0.01,0.9,0.02,0.1,0,0,1,0,9,0,19,16,2,1,0,0.0202020202020201,0,0.037037037037037
"1135","b","bo31","bo31-i",4,"715","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",-100,-100,-100,NA,NA,-100,NA,NA,1,62,0.01,0.9,0.02,0.1,0,0,1,0,9,0,-103,-28,-4,0,0,-0.142857142857143,0,0
"1136","b","bo31","bo31-i",4,"819","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",30.4347826086957,62.5,NA,NA,NA,NA,NA,NA,1,62,0.01,0.9,0.02,0.1,0,0,1,0,9,0,14,5,1,0,0,0.0769230769230769,0,0
"1137","b","bo31","bo31-i",4,"842","itea omeiensis","itea","iteaceae","shrub","II",153.333333333333,112.5,NA,NA,NA,NA,NA,NA,1,62,0.01,0.9,0.02,0.1,0,0,1,0,9,0,23,9,0,0,0,0,0,0
"1138","b","bo31","bo31-i",4,"913","alniphyllum fortunei","alniphyllum","styracaceae","tree",NA,12.5,NA,NA,NA,NA,NA,NA,NA,1,62,0.01,0.9,0.02,0.1,0,0,1,0,9,0,15,NA,NA,NA,NA,NA,NA,NA
"1139","b","bo31","bo31-i",4,"913a","alniphyllum fortunei","alniphyllum","styracaceae","tree","II",NA,NA,NA,NA,NA,NA,NA,NA,1,62,0.01,0.9,0.02,0.1,0,0,1,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA
"1140","b","bo31","bo31-i",4,"942","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",12.9032258064516,320,NA,NA,NA,NA,NA,NA,1,62,0.01,0.9,0.02,0.1,0,0,1,0,9,0,4,16,3,0,0,0.142857142857143,0,0
"1141","b","bo31","bo31-ii",4,"1269","unknown sp.","unknown","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,49,0,0.3,0.1,0.4,0,0,0.7,0,5,4,NA,NA,NA,NA,NA,NA,NA,NA
"1142","b","bo31","bo31-ii",4,"1294","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",57.1428571428571,42.8571428571429,NA,NA,NA,NA,NA,NA,0.8,49,0,0.3,0.1,0.4,0,0,0.7,0,5,4,20,90,40,0,0,0.133333333333333,0,0
"1143","b","bo31","bo31-ii",4,"1348","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.8,49,0,0.3,0.1,0.4,0,0,0.7,0,5,4,NA,NA,NA,NA,NA,NA,NA,NA
"1144","b","bo31","bo31-ii",4,"1357","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",0,0,1100,NA,NA,1100,NA,NA,0.8,49,0,0.3,0.1,0.4,0,0,0.7,0,5,4,0,0,33,12,0,0.183333333333333,0,0.0666666666666667
"1145","b","bo31","bo31-ii",4,"445","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,49,0,0.3,0.1,0.4,0,0,0.7,0,5,4,NA,NA,NA,NA,NA,NA,NA,NA
"1146","b","bo31","bo31-ii",4,"736","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",13.8888888888889,25,NA,NA,NA,NA,NA,NA,0.8,49,0,0.3,0.1,0.4,0,0,0.7,0,5,4,5,3,6,1,0,0.4,0,0.0666666666666667
"1147","b","bo31","bo31-ii",4,"876","eurya muricata","eurya","pentaphylacaceae","shrub/tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,49,0,0.3,0.1,0.4,0,0,0.7,0,5,4,NA,NA,NA,NA,NA,NA,NA,NA
"1148","b","bo31","bo31-ii",4,"918","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",32.5,56,NA,NA,NA,NA,NA,NA,0.8,49,0,0.3,0.1,0.4,0,0,0.7,0,5,4,13,14,6,0,0,0.153846153846154,0,0
"1149","b","bo31","bo31-iii",4,"117","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.7,45,0,0.6,0.01,0.05,0,0,0.4,0,4,9,NA,NA,NA,NA,NA,NA,NA,NA
"1150","b","bo31","bo31-iii",4,"1230","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.7,45,0,0.6,0.01,0.05,0,0,0.4,0,4,9,NA,NA,NA,NA,NA,NA,NA,NA
"1151","b","bo31","bo31-iii",4,"1240","castanopsis fargesii","castanopsis","fagaceae","tree","II",NA,NA,NA,NA,NA,NA,NA,NA,0.7,45,0,0.6,0.01,0.05,0,0,0.4,0,4,9,NA,NA,NA,NA,NA,NA,NA,NA
"1152","b","bo31","bo31-iii",4,"1270","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.7,45,0,0.6,0.01,0.05,0,0,0.4,0,4,9,NA,NA,NA,NA,NA,NA,NA,NA
"1153","b","bo31","bo31-iii",4,"1276","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.7,45,0,0.6,0.01,0.05,0,0,0.4,0,4,9,NA,NA,NA,NA,NA,NA,NA,NA
"1154","b","bo31","bo31-iii",4,"1367","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",NA,NA,NA,NA,NA,NA,NA,NA,0.7,45,0,0.6,0.01,0.05,0,0,0.4,0,4,9,NA,NA,NA,NA,NA,NA,NA,NA
"1155","b","bo31","bo31-iii",4,"1370","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.7,45,0,0.6,0.01,0.05,0,0,0.4,0,4,9,NA,NA,NA,NA,NA,NA,NA,NA
"1156","b","bo31","bo31-iii",4,"1393","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.7,45,0,0.6,0.01,0.05,0,0,0.4,0,4,9,NA,NA,NA,NA,NA,NA,NA,NA
"1157","b","bo31","bo31-iii",4,"1419","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.7,45,0,0.6,0.01,0.05,0,0,0.4,0,4,9,NA,NA,NA,NA,NA,NA,NA,NA
"1158","b","bo31","bo31-iii",4,"21","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.7,45,0,0.6,0.01,0.05,0,0,0.4,0,4,9,NA,NA,NA,NA,NA,NA,NA,NA
"1159","b","bo31","bo31-iii",4,"215","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.7,45,0,0.6,0.01,0.05,0,0,0.4,0,4,9,NA,NA,NA,NA,NA,NA,NA,NA
"1160","b","bo31","bo31-iii",4,"219","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.7,45,0,0.6,0.01,0.05,0,0,0.4,0,4,9,NA,NA,NA,NA,NA,NA,NA,NA
"1161","b","bo31","bo31-iii",4,"227","itea omeiensis","itea","iteaceae","shrub","II",NA,NA,NA,NA,NA,NA,NA,NA,0.7,45,0,0.6,0.01,0.05,0,0,0.4,0,4,9,NA,NA,NA,NA,NA,NA,NA,NA
"1162","b","bo31","bo31-iii",4,"238","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.7,45,0,0.6,0.01,0.05,0,0,0.4,0,4,9,NA,NA,NA,NA,NA,NA,NA,NA
"1163","b","bo31","bo31-iii",4,"62","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.7,45,0,0.6,0.01,0.05,0,0,0.4,0,4,9,NA,NA,NA,NA,NA,NA,NA,NA
"1164","b","bo31","bo31-iii",4,"817","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",12.1951219512195,128.571428571429,0,NA,NA,-56.2499999999999,NA,NA,0.7,45,0,0.6,0.01,0.05,0,0,0.4,0,4,9,5,27,0,0,0,-0.107142857142857,0,0
"1165","b","bo31","bo31-iii",4,"877","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",-6.66666666666667,284.615384615385,NA,NA,NA,NA,NA,NA,0.7,45,0,0.6,0.01,0.05,0,0,0.4,0,4,9,-3,111,40,0,0,0.266666666666667,0,0
"1166","b","bo31","bo31-iii",4,"908","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",58.8235294117647,-8.33333333333333,NA,NA,NA,NA,NA,NA,0.7,45,0,0.6,0.01,0.05,0,0,0.4,0,4,9,10,-1,7,0,0,0.636363636363636,0,0
"1167","b","bo31","bo31-iii",4,"966","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",20.9302325581395,29.5454545454545,NA,NA,NA,NA,NA,NA,0.7,45,0,0.6,0.01,0.05,0,0,0.4,0,4,9,9,13,10,10,0,0.175438596491228,0,0.175438596491228
"1168","b","bo31","bo31-iv",4,"12","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",14.2857142857143,-17.6470588235294,-18.1818181818182,NA,NA,-0.649350649350664,NA,NA,0.5,64,0,0.25,0.05,0.2,0,0.03,0.3,0.03,14,13,4,-3,-2,0,1,-0.004201680672269,0.0714285714285714,0
"1169","b","bo31","bo31-iv",4,"122","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",56,100,NA,NA,NA,NA,NA,NA,0.5,64,0,0.25,0.05,0.2,0,0.03,0.3,0.03,14,13,14,23,5,0,0,0.108695652173913,0,0
"1170","b","bo31","bo31-iv",4,"1234","ilex ficoidea","ilex","aquifoliaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.5,64,0,0.25,0.05,0.2,0,0.03,0.3,0.03,14,13,NA,NA,NA,NA,NA,NA,NA,NA
"1171","b","bo31","bo31-iv",4,"1261","unknown sp.","unknown","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,64,0,0.25,0.05,0.2,0,0.03,0.3,0.03,14,13,NA,NA,NA,NA,NA,NA,NA,NA
"1172","b","bo31","bo31-iv",4,"1368","rhus chinensis","rhus","anacardiaceae","shrub/tree","ASP",NA,NA,NA,NA,NA,NA,NA,NA,0.5,64,0,0.25,0.05,0.2,0,0.03,0.3,0.03,14,13,NA,NA,NA,NA,NA,NA,NA,NA
"1173","b","bo31","bo31-iv",4,"181","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",41.9354838709677,10.5263157894737,100,NA,NA,80.952380952381,NA,NA,0.5,64,0,0.25,0.05,0.2,0,0.03,0.3,0.03,14,13,13,2,1,0,0,0.0426065162907268,0,0
"1174","b","bo31","bo31-iv",4,"184","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",5,-18.75,NA,NA,NA,NA,NA,NA,0.5,64,0,0.25,0.05,0.2,0,0.03,0.3,0.03,14,13,1,-3,0,0,0,0,0,0
"1175","b","bo31","bo31-iv",4,"251","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",-7.14285714285714,33.3333333333333,33.3333333333333,NA,NA,0,NA,NA,0.5,64,0,0.25,0.05,0.2,0,0.03,0.3,0.03,14,13,-1,2,1,0,0,0,0,0
"1176","b","bo31","bo31-iv",4,"324","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",123.529411764706,-5,0,NA,NA,5.26315789473679,NA,NA,0.5,64,0,0.25,0.05,0.2,0,0.03,0.3,0.03,14,13,21,-1,0,0,0,0.00263157894736839,0,0
"1177","b","bo31","bo31-iv",4,"346","itea omeiensis","itea","iteaceae","shrub","II",13.1578947368421,150,NA,NA,NA,NA,NA,NA,0.5,64,0,0.25,0.05,0.2,0,0.03,0.3,0.03,14,13,5,6,1,0,0,0.1,0,0
"1178","b","bq29","bq29-i",1,"1312","castanopsis fargesii","castanopsis","fagaceae","tree","II",NA,NA,NA,NA,NA,NA,NA,NA,0.05,75,0.01,0.02,0.001,0.001,0.03,0.02,0.15,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA
"1179","b","bq29","bq29-ii",1,"121","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",22,4.34782608695652,-75,NA,NA,-76.0416666666667,NA,NA,0.05,11,0.001,0.02,0.001,0.02,0.01,0,0.15,0.05,5,3,11,2,-3,0,0,-0.0661231884057971,0,0
"1180","b","bq29","bq29-ii",1,"268","ilex pubescens","ilex","aquifoliaceae","shrub/tree","EI",-29.4117647058824,83.3333333333333,NA,NA,NA,NA,NA,NA,0.05,11,0.001,0.02,0.001,0.02,0.01,0,0.15,0.05,5,3,-5,20,2,1,0,0.0454545454545455,0,0.0227272727272727
"1181","b","bq29","bq29-ii",1,"297","dalbergia hupeana","dalbergia","fabaceae","tree","EI",-3.125,131.034482758621,NA,NA,NA,NA,NA,NA,0.05,11,0.001,0.02,0.001,0.02,0.01,0,0.15,0.05,5,3,-1,38,33,0,0,0.492537313432836,0,0
"1182","b","bq29","bq29-ii",1,"568","ilex pubescens","ilex","aquifoliaceae","shrub/tree","EI",17.910447761194,188.461538461538,76.4705882352941,NA,NA,-38.8235294117647,NA,NA,0.05,11,0.001,0.02,0.001,0.02,0.01,0,0.15,0.05,5,3,12,98,13,0,0,-0.126923076923077,0,0
"1183","b","bq29","bq29-ii",1,"776","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",7.31707317073171,-78,16.6666666666667,NA,NA,430.30303030303,NA,NA,0.05,11,0.001,0.02,0.001,0.02,0.01,0,0.15,0.05,5,3,3,-78,1,11,0,0.258181818181818,0,0.5
"1184","b","bq29","bq29-iii",1,"1252","camellia japonica","camellia","theaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.5,38,0.05,0.15,0.03,0.25,0,0,0.3,0,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"1185","b","bq29","bq29-iii",1,"1394","unknown sp.","unknown","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,38,0.05,0.15,0.03,0.25,0,0,0.3,0,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"1186","b","bq29","bq29-iii",1,"300","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",58.974358974359,50,NA,NA,NA,NA,NA,NA,0.5,38,0.05,0.15,0.03,0.25,0,0,0.3,0,4,3,23,60,30,0,6,0.166666666666667,0.0333333333333333,0
"1187","b","bq29","bq29-iii",1,"468x","ilex pubescens","ilex","aquifoliaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.5,38,0.05,0.15,0.03,0.25,0,0,0.3,0,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"1188","b","bq29","bq29-iii",1,"48","liquidambar formosana","liquidambar","altingiaceae","tree","ASP",-3.19148936170213,0,1366.66666666667,2100,NA,1366.66666666666,NA,2100,0.5,38,0.05,0.15,0.03,0.25,0,0,0.3,0,4,3,-3,0,41,189,0,0.124242424242424,0,0.572727272727273
